0,1
ive never owned a nokia phone before so this is a first for me i really like the phone alot the reception is greateven though the signal strength shows being low the quality of the phone is great too it feels sturdy and weighted i highly recommend this phone,5
it does a beautiful job i have used this item with my att account its good to see my bill so little and avoided big amount of billsi would recommend this product to any body very good quality it really met my expectations,5
phone did not come with a sim cardinformation i wouldve liked to have phone works fine but because ptt walkie is being phasedout on boost no sim rating is for phone but very unhappy not to have all the facts prior to purchase,4
wouldnt know anything about the cell phone i ordered because the person hasnt even shipped it yet its been a month and amazon has does nothing to help and really has nothing for an option to provide assistance,1
this phone was the one my husband got when we first opened our cell account many years ago he is not open to change and i wasnt sure i could get this phone again i am very glad i was able to get it for him and it is working quite well thank you,5
i got this phone because i wanted a phone that would have better reception than my previous phone however it never recognized any of the information stored on my sim card so it was essentially useless to me,2
this is the third phone ive purchased for my son since we switched him to att the first two were the same phone and were no good within a few months this one has lasted him almost a year now he likes it and i like not having to replace it all the time,4
horrible purchase came today and first thing i noticed is it is far from like new looks like my  yr old has been playing with it a few yrs avoid at all costs i guess its cheap for a reason dont waste your money,1
bought this for my parents who were reluctant to try a smartphone when their razr stopped working on their provider didnt work gave  stars because the seller tried to make it right but the second didnt work either oh well i tried,3
this is an old school motorola phone but works well and is reliable the only thing i am not crazy aout is that the battery doesnt last long it really needs to be plugged in each night i bought a newer battery but it still doesnt last that long,3
very delayed asked if it had any noticeable defects knowing it was refurbishedused but was assured it worked great extremely delayed navigating from contacts to messages and so on going to have to buy another phone,1
i was not able to activate the phone the numbers i needed off of the back were missingsome numbers on the phone did not work i had to pay for shipping to receive it and to ship it back i was only refunded the amount i paid for the phone,1
i have had  of these phones this one will not snc to the bluetooth in my car like m other one did it is the old programming and it cannot be up datedi want to return this for a full credit lets see how i get jerked aroud now,1
timely arrival phone condition was as advertised life of battery seems to be ok only disappointment in moving it to my verizon account was that the pictures i had on the phone wouldnt transfer to this one contact phone numbers transferred ok,4
the phone was ok but battery must have been junk would only stay charged for  day and after  weeks the sound went completely bad could not hear incoming or out going calls ended up purchasing a new phone from verizon so much for the like new advertisement,2
this phone has a mind of its own the video works when it wants to and the charge may last a day or  minutesnew this phone is the best but used you never know what youre going to get this particular phone is a dud,3
i ordered this because my current razr vm was not reliable in receiving a signal after several days i began having the same problem at first i thought it was verizon but obviously its not i have absolutely no complaints with the vendor,2
this phone doesnt stay charged and when the battery gets low it will not send text without notification the text didnt send has cause major headaches sorry i got rid of my other phone it worked much better than this one,1
i had a phone like this before and had no problems this phone even with a new battery with not hold a charge i would never buy a used cell phone again it has been plugged into the wall more than used to talk on,2
the volume control never worked replacement sent and after  month white bar across the screen was cheap but not worth it all the time wasted and we ended up buying an unusedunopened phone from another seller customer service was good but product not,1
it didnt work when received took it to the verizon store they could not make it work sent it back for a refund  i wanted it because of the slim design i carry my phone in my pocket wish it had worked ,1
phone looked brand new no problem at verizon with activation if you have the correct usb cable for this phone bring it with you i had to transfer contacts one at a time via bluetooth since that required two cables for them to do and they only had one,5
i havent had the phone turned on yet but it arrived on time and in great condition its for my  year old mom in law she is so excited about getting a new phone so prayerfully verizon wont have any trouble turning it and transferring her old service to this phone,5
i often have trouble doing a review  sometimes it works and sometimes it doesnt i am pleased with my experience with this seller the item was just as described shipped in a very reasonable time frame and the price was reasonable,5
i have had  of these at a time on my family plan over the years and needed to replace a lost razr and let me i was not disappointed in getting this razr always reliable and small enough to fit in the smallest pockets,5
i can find no other cell phone as durable as the razr since i dont need a smart phone in my life the metal case makes this my  choice i hope the cell systems always provide support so i can keep on using the phone i swear by,4
the phone can not work very well battery runs out so fast i need to charge it everyday even i didnt make any calls and receive any calls my friends always complain a lot of noises i need to switch to other verizon phone to be able hear well,1
this is the second review it is the same as the first one  it worked well for the first two weeks not so well now the condition of the phone cosmeticly is not desirable however we are stuck with it and have to live with it ,3
i love this phone but mostly i love the fact i paid  for it i hate the idea of spending half a paycheck  on a device that lets people contact me at all hours of the day plus i have already dropped it over  times and its still good,4
we still have these type phones in our family and im glad we found one we keep this one in reserve in case the others bomb out on us in the future you really cant get these anymore and we dont want the new kind at this time,5
i bought this phone for my great aunt because it was something simple for her rather than the o ne she had at the time it charges fast and the battery lasts all day i recommend it to anyone who is looking for a simple easy to use flip phone,5
bought this for my dad as a birthday present my dad isnt up to the times with cell phones he doesnt even text lol but he needed a good sturdy phone for the basics making calls and some picture taking he loves it and loves the battery life on it,5
after  weeks of use  three of the button covers have fallen out and lost now i have to use a pen to push the buttons in order to control these  functions how long is the warranty on these phones i would like to have this one replaced,2
absolutely pos had it not even week first day got it button came off second week another and today lost most and said good shape bsthen wont give me my money back sorry but its such a pos i cant even send it back,1
second one of these i have owned with my line of work farming i am really tough on a phone previous barrage lasted  years through all the abuse glad i found another because simple function milspec phones are hard to find,5
