0,1
"The battery was old & had been over used because it barely holds a charge. Otherwise, no issues with the phone itself.",4
Phone good just a little slow phone old but it's a great phone temporary right now. thank you for the great deal,4
the phone was great and in good condition. My Daughter is so happy the be a andriod user now !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5
The phone was great but it had gotten old so it was time for a replacement.it was great while it lasted.,5
This phone came in great condition! Great price and it brings back great memories of owning this phone!,5
"Phone is working on, I was planning to use it for whatsapp anyway. The oh problem, I can't change the idiom",5
A friend mentioned this phone to me and it worth what he said. Thanks a lot my friend.,4
"Excellent phone for my youngest son, with walk in reasonable options, and quality first",5
GRACIAS ME LLEGO EL PROCTO QUE COMPRE Y LLEVO EN EL MOMENTO INDICADO Y EN UN BUEN ENVALAJE LO RECOMIENDO SASTIFACTORIAMENTE..,5
"The keys are a little hard to hit, and I didn't expect a Spanish keyboard. But overall, a very good phone.",4
loved everything about it. also it looks like any other touch phone but is not. which makes it stylish yet classic.,5
"Bought it as a gift for my Mum and she loves it. It is a strong durable phone, has good reception and it functions well.",5
"Incredible! This phone does not have Splaniish Language, I dont understand how can it be a international version, lost money!",1
"pros.. it works fine, its easy to use, not too heavy.cons .. most of the apps are for android iphone and bb",4
I went through lots of reviews for different phone before buying it. I found this phone pretty good. No problems so far.,5
"I have to say that it is a ok phone. I don't like the keyboard. There is only 5 or 6 language options, no Korean and Chinese.",3
"Do not buy it!. It feels like a pretended toy in your hand. If you want it for your kids, it's ok!.",1
"Phone works great, you may have to get a sum card adapter to make micro sim cats work.",4
"Ad advertised as unlocked, had to pay $30..00 to have unlocked, phone number does not appear on phone.",3
Got it faster than I expected. Just what I needed for my job thanks a lot,5
"Is a good product That I recomended it has all you will need, it's fast good looking very good,thank you",5
Great phone. My sone has been happy with it. Needed to get an extra micro-SD card for more storage.,5
"Valid for Movilnet in Venezuela, low memory, bad camera, low price, great!!",3
the charger did not work. My parents started using the cable directly to the phone,3
does not work well with T-Mobile. T-Mobile closes off some towers to non-T-Mobile phones.,2
This is a really great phone. I am visually impaired and have no problem with it. Will be getting another one for my partner.,5
More complicated than I expected. Terrible reception. Too hard for my mom to use. Just frustrates her.,1
The sleek design and easy of use is what makes this phone really good. The large text is a plus,5
My husband loves it!! It is simple to use with large numbers. The simpler the better for him.,5
The only reason I gave it a 3 star is because it is a little hard for a elder person to use.,3
"everything was great. had a hard time getting the old SIM card to work with it, but Verizon hooked me up",5
"Met expectations, easy to use, gave as gift veto elderly relative. She loves it.",5
"Not as sensitive as our track phone, but the Jethro is easier to read .",3
the phone is unable to maintain signal after 2 weeks of usage on the TMobile network. I hope it is a defected product,2
"Shortly after return window closed, stopped taking a charge and will not turn on.",1
"this phone met all our expectations, my dad loved it and is enjoying it!",5
It was a gift for my Grandma in South America and she loved it thanks!,5
"really surprised by this phone, with fm radio and a flashlight and the SOS feature is nice as well for my mom",5
"The SIM card from the provider would not work in this phone, so I am returning the phone.",2
Phone number comes with DAILY SPAM Calls. Really annoying .. The phone is good.,3
"Good phone for my mom, big numbers, however settings are somewhat confusing.",4
Locks accidentally when used. Screen is too small to read text message. NOT easy to use for an elderly person.,1
It's a good phone for emergencies and the numbers are nice and big. Easy to use. Thank You so much,5
We bought the phone for my 92 year old mother who is hearing impaired. She could not hear well on it at all.,2
"Looks good, as advertised, instructions not easy to follow. Keys are quite large and fairly easy to see.",4
Very bad same week i bought could not turn on / offNot worth the hassle don't buy it,1
Both of my grandmas love it!!! It could have a bigger screen and more ringtones,4
"Mom doesn't like any kind of change, so it has taken some time and effort to get her to embrace this versus her old flip phone.",5
"Great phone for elderly or those not familiar w/ cell phones. Numbers are large,...easier to see.",5
I love this simple handset and the limited number of features I can find on it to get myself into trouble.,5
"The SIM card from the provider would not work in this phone, so I am returning the phone.",2
"this phone met all our expectations, my dad loved it and is enjoying it!",5
It was a gift for my Grandma in South America and she loved it thanks!,5
the sim card dose not read so what the point selling a tablet /phone that don't work,1
"This item is not worth the money I paid. cant find where to put memory card. screen isn't clear very blurred, this item sucks",1
"I AM IN VENEZUELA, THE BATTERY CHARGER IS DAMAGED AND HERE IN VENEZUELA NO WARRANTY THAT BATTERY CHARGER TABLET",3
"This tablet only worked for 4 months, now it is giving trouble to connect to WiFi so i have no play store access. It sucks",2
"Really nice, my daughter uses this everyday and its almost been a year and its still going strong...she loves it",5
Very upset The tablet did not work. Sending it back. Will be replacing it.,1
"not liked, because the language is in mandarin or HK also I cannot downland any apps from android stores.",2
"Is partial internet working,but Indigi is workin on it,hope will be ok",3
This little phone is great compact and easy to use love it .Michelleheraud,5
This little phone is great compact and easy to use love it .Michelleheraud,5
This little phone is great compact and easy to use love it .Michelleheraud,5
I hate it!!!! I will be sending it back. It keeps blinking on and off. I want my refund back!,1
Good thing I had order this 3 pack. Poor quality already burned they 2 cases,3
"Looks just like the original and I believe it is the original, but a whole lot cheaper.",5
"Look, feel, and fit like the original, but pressed in *China* instead of *Mexico*. No complaints.",5
"Clearly a knock-off. First one snapped after 2 weeks, but for a couple of bucks each, not unexpected.",2
"you can download music, applications, comes unlocked, with accessories, well good for that price.Amazin seller!",5
"Hey those phone won't charge, and what is the insulating film that I have to torn off or on idk before use I don't understand that",1
The phone is not powering on I sent it to Jamaica WI and will return once I receive it back,1
"Phone is alright, though it did not come with an SD card which you need if you're going to install a few apps",5
My sim card slide all the way up in the slot. I had to open the phone to retrieve my chip.,4
"Phone memory is very small, so it works erratically. And no is not working anymore, I do not recommend to buy this phone",1
"liked the design and the cost was worth it too,I bought this for a family member and so far no complaints",4
"It is a nice phone,I buy it to used when I traveled outside the US,I loved it,good smartphone for the price.",4
My mom loved it until the screen cracked 6 months later just by laying in the purse..,5
Horrible horrible phone no reception keeps downloading programs DON'T BUY,1
"Small phone, isn't compatible with most us services but has nice color and amazing storage.",2
"i mean it works but the screen is horrendous, the viewing angles are absolutely horrible",3
"phone works fine, would have liked more extensive instructions and so far i can't find a protective cover for it",4
Gave the phone as a birthday gift. My friend seems happy with it so far.,5
" This is an extremely fast, good-looking phone with excellent storage options, great screen clarity.",5
"I HATE THIS PHONE, WEEK LATER HAD TO BUY ANOTHER ONE...ITS SLOW AND STORAGE IS VERY POOR...A WASTE OF MONEY...NEVER AGAIN...",1
"The package arrived on time and in good condition. It not covers all my expectations, but is functional for me.",3
Wonderful phone it absolutely met all my expectations..i took it to the West Indies and it worked perfectly,5
phone did not turn on even after charging phones for hours. Hope this is not a joke,1
"you can download music, applications, comes unlocked, with accessories, well good for that price.Amazin seller!",5
"Hey those phone won't charge, and what is the insulating film that I have to torn off or on idk before use I don't understand that",1
The phone is not powering on I sent it to Jamaica WI and will return once I receive it back,1
"Phone is alright, though it did not come with an SD card which you need if you're going to install a few apps",5
My sim card slide all the way up in the slot. I had to open the phone to retrieve my chip.,4
"Phone memory is very small, so it works erratically. And no is not working anymore, I do not recommend to buy this phone",1
The phone lasted 5 days and went dead never came back on. Will not charge or come on. Horrible phone!,1
My mom loved it until the screen cracked 6 months later just by laying in the purse..,5
Horrible horrible phone no reception keeps downloading programs DON'T BUY,1
"Small phone, isn't compatible with most us services but has nice color and amazing storage.",2
Nice color and runs a smooth and stable system. The audio quality of voice is good which beyond my expectations.,5
"i mean it works but the screen is horrendous, the viewing angles are absolutely horrible",3
"phone works fine, would have liked more extensive instructions and so far i can't find a protective cover for it",4
Gave the phone as a birthday gift. My friend seems happy with it so far.,5
" This is an extremely fast, good-looking phone with excellent storage options, great screen clarity.",5
"liked the design and the cost was worth it too,I bought this for a family member and so far no complaints",4
"It is a nice phone,I buy it to used when I traveled outside the US,I loved it,good smartphone for the price.",4
Attractive phone but did not work upon arrival. I would not recommend.,1
camera is not that great...but it's a great introductory smartphone for the price.,4
"When phones like this is on the market the competition is on, works great runs smooth and you can't brat the price",5
"Good phone, good qualty, the only that can better is the camera, on night..",5
Attractive phone but did not work upon arrival. I would not recommend.,1
I bought this phone to use on traveling to Africa. It works great. I got a lot of compliments on it. Will buy again.,5
"I love this phone if I could buy another one, I would definitely buy it.",5
Does not work at all. Let the seller checked averting on the phone before shopping it to you.,1
Does not work at all. Let the seller checked averting on the phone before shopping it to you.,1
Does not work at all. Let the seller checked averting on the phone before shopping it to you.,1
A few issues but the main one is: Poor signal reception. Looses signal where other phones on same network has signal.,2
A few issues but the main one is: Poor signal reception. Looses signal where other phones on same network has signal.,2
Does not work at all. Let the seller checked averting on the phone before shopping it to you.,1
"I bought this phone "" 5.5""unlocked GSM phone"" and shipped to Africa , but this phone never work...I waisted my money",1
"I bought this phone "" 5.5""unlocked GSM phone"" and shipped to Africa , but this phone never work...I waisted my money",1
"I bought this phone "" 5.5""unlocked GSM phone"" and shipped to Africa , but this phone never work...I waisted my money",1
It is a great phone for very fast and reliable. I'm happy with my phone,5
Came with only Chinese instructions. Defective and would not charge for many days. Had to return to Amazon.,1
"Genial cell phone, fast and beautiful. The camera is us their main attraction.",5
"sometimes the screen and home button are unresponsive to the touch, maybe i got the defective one, but i do like lenovo brand.",3
Defective. Bought as Christmas gift. Recipient said it's not working. Earpiece is also missing from the box.,1
Im not happy with my Lenovo A850 it doesnt work well with 3G and 4G. Im happy with your service.,1
The volume music cannot to stop when it's turned on and it's stuck on a never ending loop on the logo. Returned the phone.,1
It came without the headphones. And in the box and publication says q is included,1
the only situation is tha you have to upload a new software.all in Chinese!!! what??? yes all in chinese,4
"I love it, the only problem is the camera its not very clear but its okay!",5
"My cell phone doesn't charge right now, it out of power , I don't know where can I contact the seller! Will you help me?",1
"I am satisfied with the behavior of the apparatus further is fast , thin , light and beautiful , I would recommend!",5
"I am very disappointed to this cellphone the box is not sealed I thought it's a brand new phone,do not buy this phone.",1
"goodnight, the product arrived in excellent condition. thank you very much",5
"goodnight, the product arrived in excellent condition. thank you very much",5
"Greetings I am writing to tell you that I am very comfortable with the phone, filled all my expectations. thank you",5
"The phone works well, meets my expectation. Only annoying thing is the message function",4
"bad phone, wouldn't turn on, no Manuel, no headphones, came late, just don't waste your time on this phone",1
"it is ok the best cell phone and it is work ok in venezuelan for digitel , movistar o movilnet",5
good phone but the seller says it comes with googleplay and q is a lie and brings the most applications in Chinese,2
"The Cel has many flaws it remains stuck, it restarts , Fallas Hedge son came Many esta tel bad ... the computer is not operating",1
"GREAT PHONE, EASY ACCESS TO ALL THE APPLICATIONS, WORKS PERFECTLY IN VENEZUELA, WE RECOMMEND",5
I liked it later gave to my friend.plan to buy another one when I return home to usa,4
"excellent product, i came with some good stuff, as a pen drive, a case and a screen protector",5
The phone is a good phone but yeah right but. Its only a 2G and very slow without using WiFi.,1
Nice phone but the battery dies at the middle of the day with a medium-low use.,3
Lenovo pone is not a pone kids toy.pleas remove from the market. Thank you .do I have to rate ? For what ?,1
"Amazing phone. Cables and case included, also screen pritectors. Amazing phone!",5
"Is a very good smartphone for its prize, its cpu is really fast and its big screen let you enjoy the apps in a great size",5
Thank you for you gifts that you sent in the package Screen protector and Case they are very nice thank you again.,5
"I am very happy that I fulfilled my expectations, I love the phone. phone is very good for the price you can recommend 100%",5
"Very good phone, excellent hardware, very good performance and high compatibility with international operators (Venezuela)",5
Bought it for my brother and he loved it. The screen size and resolution are great,5
The phone is a good alternative to the IPhone and samcung galaxy series,3
"Since received it the phone does not turn on @ all, does not work. Bad phone",1
"Super fast shipping, i love it this seller, i am happy with my smartphone thank",5
i love it but its unfortunate it does not accompanied with English manual or guide,5
i like it good seller and nice cellphone very useful this phone can use in the philippines nothing problem at all,5
excellent . The product arrived in good condition and is of very good quality.,5
"This is a decent phone for the price, can't really complain... it serves the purpose.",4
I didn't use the phone for six month before the charging point stop working. Language is only Chinese. Waste of money and time.,1
It came without the headphones. And in the box and publication says q is included,1
phone did not work when I got it. Sent it back to CHINA and the seller will not refund my money. Money wasted.,1
the only situation is tha you have to upload a new software.all in Chinese!!! what??? yes all in chinese,4
"I love it, the only problem is the camera its not very clear but its okay!",5
Came with only Chinese instructions. Defective and would not charge for many days. Had to return to Amazon.,1
"Genial cell phone, fast and beautiful. The camera is us their main attraction.",5
It is a great phone for very fast and reliable. I'm happy with my phone,5
Excellent product. Great smartphone taking in consideration it cost! Highly recommended.,5
It is true the team has not unlocked googleplay but because none of the three telephone lines used only with wifi,1
"My cell phone doesn't charge right now, it out of power , I don't know where can I contact the seller! Will you help me?",1
"I am satisfied with the behavior of the apparatus further is fast , thin , light and beautiful , I would recommend!",5
according to specs this phone was supposed to work with my track phone sim card,1
Haven't used it too much but seems to work well. Battery lasts a long time!,4
You can here it ring but you can't talk on it to low and I don't. Use mind now,4
according to specs this phone was supposed to work with my track phone sim card,1
Haven't used it too much but seems to work well. Battery lasts a long time!,4
You can here it ring but you can't talk on it to low and I don't. Use mind now,4
according to specs this phone was supposed to work with my track phone sim card,1
Haven't used it too much but seems to work well. Battery lasts a long time!,4
You can here it ring but you can't talk on it to low and I don't. Use mind now,4
according to specs this phone was supposed to work with my track phone sim card,1
Haven't used it too much but seems to work well. Battery lasts a long time!,4
You can here it ring but you can't talk on it to low and I don't. Use mind now,4
Im so loving the phone. I love the color and it was a pleasure doing business with you. Thank you,5
I LOVE THIS PHONE. IT'S REALLY WORTH IT. AMAZON IS VERY EFFICIENT. KEEP UP THE GOOD WORKS PLEASE DON'T CHANGE.,5
"The phone worked very good the first month, then it started freezing up all the time and wont come on half the time",1
It wasn't unlocked like it was supposed to be. I couldn't use it and had to return it.,1
"Don't buy this phone, it came with a porno malware that doesn't go away, freezes up and lockes down.",1
This phone is 2g I could only use it on wi-fi for things besides phone calls and text and sometime didn't even receive texts.,1
Don't know what's its like wait to see but I did hear it's a great phone,4
This phone just didnt hold up to my expectations of what I thought it would be. There's a lot wrong with it,1
It is very beautiful and really smart! However it was missing USB cord ? if you have one please send me one. Carolyn Ensley,5
It would be perfect if I could find instructions for operating it. It did not come with any instruction manual.,4
"I got my cell phone,but no SIM card was not include.why ,cause I know every cells phone comes with a SIM card.",1
The sound is blocked. It's not functioning properly as I was expecting it,2
"Like other people stated, came with porno malware that does not go away after a factory reset.",1
Slightly bigger than I expected and shuts off and restarts randomly for no apparent reason.,3
Just don't buy it please this phone sucks @$$ never spent my money on something and regretted it until now smh,1
My blow out after a few months. Can I get replaced phone 📞. Boost mobile phone 5 or 6 inch.,1
Again you cannot hear without a blue tooth or earphones. Also the phone is giving me a lot of problems and I'm ready to return it.,2
No it did not..I could not get it activated. Was not a good phone at all.,1
The phone is weak it would not charger Facebook work sometimes my messager don't work at it hang up in the middle of call,1
"It didnt. I never received it. In the box was a charger, a plastic case and some earbuds but NO PHONE!!!! No stars for the phone.",1
"This phone is not a good phone! I haven't had this phone a week, and the screen is already trying to go out. I want my money!",1
